date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:35:38	49701/49701	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/robotbrains.jpg	./karpathy.ai-mirror/karpathy.ai/assets/robotbrains.jpg	(from https://karpathy.ai/)
16:35:39	34721/34721	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/aiday.jpg	./karpathy.ai-mirror/karpathy.ai/assets/aiday.jpg	(from https://karpathy.ai/)
16:35:41	231946/231946	---M-Z	200	added ('OK')	image/png	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/cvpr2021.png	./karpathy.ai-mirror/karpathy.ai/assets/cvpr2021.png	(from https://karpathy.ai/)
16:35:42	311406/311406	---M-Z	200	added ('OK')	image/png	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/auto_2.38.42_narrow.png	./karpathy.ai-mirror/karpathy.ai/assets/auto_2.38.42_narrow.png	(from https://karpathy.ai/)
16:35:42	21806/21806	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/pytorch_devcon_2019.jpg	./karpathy.ai-mirror/karpathy.ai/assets/pytorch_devcon_2019.jpg	(from https://karpathy.ai/)
16:35:43	109403/109403	---M-Z	200	added ('OK')	image/png	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/software20.png	./karpathy.ai-mirror/karpathy.ai/assets/software20.png	(from https://karpathy.ai/)
16:35:45	200909/200909	---M-Z	200	added ('OK')	image/png	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/rework.png	./karpathy.ai-mirror/karpathy.ai/assets/rework.png	(from https://karpathy.ai/)
16:35:46	169915/169915	---M-Z	200	added ('OK')	image/png	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/deeplearningai.png	./karpathy.ai-mirror/karpathy.ai/assets/deeplearningai.png	(from https://karpathy.ai/)
16:35:47	146427/146427	---M-Z	200	added ('OK')	image/png	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/drlbootcamp.png	./karpathy.ai-mirror/karpathy.ai/assets/drlbootcamp.png	(from https://karpathy.ai/)
16:35:48	314528/314528	---M-Z	200	added ('OK')	image/png	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/convlecture.png	./karpathy.ai-mirror/karpathy.ai/assets/convlecture.png	(from https://karpathy.ai/)
16:35:49	159516/159516	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/cvpr2016_talk.jpg	./karpathy.ai-mirror/karpathy.ai/assets/cvpr2016_talk.jpg	(from https://karpathy.ai/)
16:35:49	33805/33805	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/rework_talk.jpg	./karpathy.ai-mirror/karpathy.ai/assets/rework_talk.jpg	(from https://karpathy.ai/)
16:35:50	51482/51482	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/nvidia_gtc_2015.jpg	./karpathy.ai-mirror/karpathy.ai/assets/nvidia_gtc_2015.jpg	(from https://karpathy.ai/)
16:35:52	341417/341417	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/youtube.jpg	./karpathy.ai-mirror/karpathy.ai/assets/youtube.jpg	(from https://karpathy.ai/)
16:35:53	469586/469586	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/cs231n_class.jpg	./karpathy.ai-mirror/karpathy.ai/assets/cs231n_class.jpg	(from https://karpathy.ai/)
16:35:53	5967/5967	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/puppy.jpg	./karpathy.ai-mirror/karpathy.ai/assets/puppy.jpg	(from https://karpathy.ai/)
16:35:54	16076/16076	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/charseq.jpeg	./karpathy.ai-mirror/karpathy.ai/assets/charseq.jpg	(from https://karpathy.ai/)
16:35:55	18270/18270	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/arxiv_sanity.jpg	./karpathy.ai-mirror/karpathy.ai/assets/arxiv_sanity.jpg	(from https://karpathy.ai/)
16:35:56	38285/38285	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/captioning.jpg	./karpathy.ai-mirror/karpathy.ai/assets/captioning.jpg	(from https://karpathy.ai/)
16:35:57	7456/7456	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/imagenet.jpg	./karpathy.ai-mirror/karpathy.ai/assets/imagenet.jpg	(from https://karpathy.ai/)
16:35:59	112140/112140	---M-Z	200	added ('OK')	image/png	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/convnetlogo3.png	./karpathy.ai-mirror/karpathy.ai/assets/convnetlogo3.png	(from https://karpathy.ai/)
16:35:59	40899/40899	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/ulogme-small.jpg	./karpathy.ai-mirror/karpathy.ai/assets/ulogme-small.jpg	(from https://karpathy.ai/)
16:36:00	10516/10516	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/assets/misc_pile.jpg	./karpathy.ai-mirror/karpathy.ai/assets/misc_pile.jpg	(from https://karpathy.ai/)
16:36:01	8148/8148	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/zero-to-hero.html	./karpathy.ai-mirror/karpathy.ai/zero-to-hero.html	(from https://karpathy.ai/)
16:36:02	13208/13208	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2019:20:55%20GMT	https://karpathy.ai/books.html	./karpathy.ai-mirror/karpathy.ai/books.html	(from https://karpathy.ai/)
